,MASS,COMMON_NAME,FORMULA
41,769.6068,"GlcCer(d14:1(4E)/24:1(15Z)(2OH));GlcCer(d14:2(4E,6E)/24:0(2OH));GlcCer(d16:2(4E,6E)/22:0(2OH));GlcCer(d18:2(4E,8E)/20:0(2OH[R]));GlcCer(d18:2(4E,8Z)/20:0(2OH[R]))",C44H83NO9
42,769.6432,GalCer(d16:1/23:0);GlcCer(d16:1/23:0),C45H87NO8
43,771.586,Termitomycesphin B;Termitomycesphin D,C43H81NO10
44,771.6224,GlcCer(d14:1(4E)/24:0(2OH));GlcCer(d16:1(4E)/22:0(2OH));GlcCer(d18:1(8Z)/20:0(2OH[R])),C44H85NO9
45,773.6017,Termitomycesphin F,C43H83NO10
46,773.6381,GlcCer(d18:0/20:0(2OH[R])),C44H87NO9
47,775.6173,GlcCer(t15:0(14Me)/21:0(2OH[R])),C43H85NO10
48,781.6068,-,C45H83NO9
49,781.6432,"GalCer(d18:2/22:0);GlcCer(d16:2(4E,6E)/24:0);GlcCer(d18:2/22:0)",C46H87NO8
50,783.6224,"-;GlcCer(d18:2(4E,8Z)/21:0(2OH[R]))",C45H85NO9
51,783.6588,GalCer(d18:1/22:0);GlcCer(d16:1/24:0);GlcCer(d18:1/22:0),C46H89NO8
52,785.6381,GlcCer(d18:1(8E)/21:0(2OH[R]));GlcCer(d18:1(8Z)/21:0(2OH[R])),C45H87NO9
53,785.6745,GalCer(d18:0/22:0);GlcCer(d18:0/22:0),C46H91NO8
54,787.6173,GlcCer(t18:1(8Z)/20:0(2OH[S])),C44H85NO10
55,789.633,GlcCer(t15:0(14Me)/22:0(2OH[R]));GlcCer(t16:0(15Me)/21:0(2OH[R])),C44H87NO10
56,795.6588,GalCer(d18:2/23:0);GlcCer(d18:2/23:0),C47H89NO8
57,797.6381,"GlcCer(d16:2(4E,6E)/24:0(2OH));GlcCer(d18:2(4E,8Z)/22:0(2OH[R]))",C46H87NO9
58,797.6745,GalCer(d18:1/23:0);GlcCer(d18:1/23:0),C47H91NO8
59,799.6537,GlcCer(d18:1(8E)/22:0(2OH[R]));GlcCer(d18:1(8Z)/22:0(2OH[R])),C46H89NO9
60,803.6486,GlcCer(t15:0(14Me)/23:0(2OH[R]));GlcCer(t16:0(15Me)/22:0(2OH[R]));GlcCer(t17:0(16Me)/21:0(2OH[R])),C45H89NO10
61,805.5551,LacCer(d14:1/16:0);LacCer(d18:1/12:0),C42H79NO13
62,809.6745,GalCer(d18:1/24:1(15Z));GlcCer(d18:1/24:1(15Z)),C48H91NO8
63,811.6537,Cortenuamide C,C47H89NO9
64,811.6901,GalCer(d18:1/24:0);GlcCer(d18:0/24:1(15Z));GlcCer(d18:1/24:0);Mooreaside A,C48H93NO8
65,813.7058,GalCer(d18:0/24:0);GlcCer(d18:0/24:0);Temnoside B,C48H95NO8
66,815.6486,GlcCer(t18:1(8Z)/22:0(2OH[S])),C46H89NO10
67,817.6643,GlcCer(t16:0(15Me)/23:0(2OH[R]));GlcCer(t17:0(16Me)/22:0(2OH[R]));Stylissoside A,C46H91NO10
68,825.6694,"Cortenuamide B;GlcCer(d18:2(4E,8E)/24:0(2OH[R]));GlcCer(d18:2(4E,8Z)/24:0(2OH[R]))",C48H91NO9
69,827.685,GlcCer(d18:1(8E)/24:0(2OH[R]));GlcCer(d18:1(8Z)/24:0(2OH[R])),C48H93NO9
70,831.6799,GlcCer(t17:0(16Me)/23:0(2OH[R])),C47H93NO10
71,833.5864,LacCer(d18:1/14:0),C44H83NO13
72,835.6021,LacCer(d14:0/18:0);LacCer(d16:0/16:0);LacCer(d18:0/14:0),C44H85NO13
73,837.6694,Catacerebroside A,C49H91NO9
74,837.7058,GalCer(d18:1/26:1(17Z));GlcCer(d18:1/26:1(17Z)),C50H95NO8
75,839.685,"Cortenuamide A;GlcCer(d18:2(4E,8Z)/25:0(2OH[R]))",C49H93NO9
76,839.7214,GalCer(d18:0/26:1);GalCer(d18:1/26:0);GlcCer(d18:0/26:1(17Z));GlcCer(d18:1/26:0),C50H97NO8
77,841.7371,GalCer(d18:0/26:0);GlcCer(d18:0/26:0),C50H99NO8
78,843.6799,Catacerebroside B;Dracontioside B;GlcCer(t18:1(8E)/24:0(2OH[R])),C48H93NO10
79,843.7163,Temnoside A,C49H97NO9
80,857.6956,GlcCer(d18:1(8Z)/25:0(2OH[R])),C49H95NO10
81,859.6749,Catacerebroside C,C48H93NO11
82,861.6177,-;LacCer(d18:1/16:0),C46H87NO13
83,863.6334,LacCer(d16:0/18:0);LacCer(d18:0/16:0),C46H89NO13
84,869.6592,"GlcCer(t20:1(11Z)/23:1(15E)(2OH[S],17O);GlcCer(t20:1(11Z)/23:1(17E)(2OH[S],16O));GlcCer(t20:1(13Z)/23:1(15E)(2OH[S],17O));GlcCer(t20:1(13Z)/23:1(17E)(2OH[S],16O));GlcCer(t21:1(13cy3)/22:1(14E)(2OH[S],16O));GlcCer(t21:1(13cy3)/22:1(16E)(2OH[S],15OOH))",C49H91NO11
85,871.6749,"GlcCer(t20:1(11Z)/23:1(15E)(2OH[S],17OH));GlcCer(t20:1(11Z)/23:1(17E)(2OH[S],16OH));GlcCer(t20:1(13Z)/23:1(15E)(2OH[S],17OH));GlcCer(t20:1(13Z)/23:1(17E)(2OH[S],16OH));GlcCer(t21:1(13cy3)/22:1(14E)(2OH[S],16OH));GlcCer(t21:1(13cy3)/22:1(16E)(2OH[S],15OH))",C49H93NO11
86,871.7112,GlcCer(t18:1(8Z)/26:0(2OH[R])),C50H97NO10
87,887.6334,LacCer(d18:1/18:1(9Z)),C48H89NO13
88,887.6698,"GlcCer(t20:1(11Z)/23:1(15E)(2OH[S],17OOH));GlcCer(t20:1(11Z)/23:1(17E)(2OH[S],16OOH));GlcCer(t20:1(13Z)/23:1(15E)(2OH[S],17OOH));GlcCer(t20:1(13Z)/23:1(17E)(2OH[S],16OOH));GlcCer(t21:1(13cy3)/22:1(14E)(2OH[S],16OOH));GlcCer(t21:1(13cy3)/22:1(16E)(2OH[S],15OOH))",C49H93NO12
89,889.649,-;LacCer(d18:0/18:1);LacCer(d18:1/18:0),C48H91NO13
90,891.6647,LacCer(d16:0/20:0);LacCer(d18:0/18:0),C48H93NO13
91,903.6072,Crispin B,C51H85NO12
92,917.6803,-;LacCer(d18:1/20:0),C50H95NO13
93,919.696,LacCer(d16:0/22:0);LacCer(d18:0/20:0);LacCer(d22:0/16:0),C50H97NO13
94,933.7116,LacCer(d16:0/23:0),C51H99NO13
95,937.649,FMC-5(d18:1/18:0),C52H91NO13
96,945.7116,-;LacCer(d18:1/22:0),C52H99NO13
97,947.7273,LacCer(d16:0/24:0);LacCer(d18:0/22:0),C52H101NO13
98,963.6858,Galalpha1-6Glcbeta-Cer(t19:1/21:0(2OH[R]),C51H97NO15
99,965.6803,FMC-5(d18:1/20:0),C54H95NO13
100,965.7015,Galalpha1-6Glcbeta-Cer(t17:0/22:0(2OH[R]);Galalpha1-6Glcbeta-Cer(t18:0/21:0(2OH[R]),C51H99NO15
101,971.7273,-;LacCer(d18:1/24:1(15Z)),C54H101NO13
102,973.7429,-;LacCer(d18:0/24:1);LacCer(d18:1/24:0),C54H103NO13
103,975.7586,LacCer(d18:0/24:0),C54H105NO13
104,977.7015,Galalpha1-6Glcbeta-Cer(t19:1/22:0(2OH[R]),C52H99NO15
105,979.7171,Galalpha1-6Glcbeta-Cer(t18:0/22:0(2OH[R]);Galalpha1-6Glcbeta-Cer(t19:0/22:0(2OH[R]),C52H101NO15
106,993.7116,FMC-5(d18:1/22:0),C56H99NO13
107,993.7328,Galalpha1-6Glcbeta-Cer(t18:0/23:0(2OH[R]);Galalpha1-6Glcbeta-Cer(t19:0/22:0(2OH[R]),C53H103NO15
108,999.7586,-;LacCer(d18:1/26:1(17Z)),C56H105NO13
109,1001.7742,-;LacCer(d18:0/26:1);LacCer(d18:1/26:0),C56H107NO13
110,1003.7899,LacCer(d18:0/26:0),C56H109NO13
111,1009.7066,FMC-6(d18:1/22:0(2-OH)),C56H99NO14
112,1019.7273,FMC-5(d18:1/24:1),C58H101NO13
113,1021.7429,FMC-5(d18:1/24:0),C58H103NO13
114,1023.6706,-;Gb3(d18:1/16:0);Isoglobotriglycosylceramide(d18:1/16:0),C52H97NO18
115,1037.7379,FMC-6(d18:1/24:0(2-OH)),C58H103NO14
116,1051.7019,-;Gb3(d18:1/18:0);Isoglobotriglycosylceramide(d18:1/18:0),C54H101NO18
117,1059.7772,Syriacin,C62H109NO10S
118,1064.6971,-;Lc3Cer(d18:1/16:0);asialo-GM2(d18:1/16:0),C54H100N2O18
119,1079.7332,-;Gb3(d18:1/20:0);Isoglobotriglycosylceramide(d18:1/20:0),C56H105NO18
120,1092.7284,-;Lc3Cer(d18:1/18:0);asialo-GM2(d18:1/18:0),C56H104N2O18
121,1107.7645,-;Gb3(d18:1/22:0);Isoglobotriglycosylceramide(d18:1/22:0),C58H109NO18
122,1120.7597,-;Lc3Cer(d18:1/20:0);asialo-GM2(d18:1/20:0),C58H108N2O18
123,1133.7801,-;Gb3(d18:1/24:1(15Z));Isoglobotriglycosylceramide(d18:1/24:1(15Z)),C60H111NO18
124,1135.7958,-;Gb3(d18:1/24:0);Isoglobotriglycosylceramide(d18:1/24:0),C60H113NO18
125,1148.791,-;Lc3Cer(d18:1/22:0);asialo-GM2(d18:1/22:0),C60H112N2O18
126,1161.8114,-;Gb3(d18:1/26:1(17Z));Isoglobotriglycosylceramide(d18:1/26:1(17Z)),C62H115NO18
127,1163.8271,-;Gb3(d18:1/26:0);Isoglobotriglycosylceramide(d18:1/26:0),C62H117NO18
128,1169.7285,-,C58H107NO22
129,1174.8067,-;Lc3Cer(d18:1/24:1(15Z));asialo-GM2(d18:1/24:1(15Z)),C62H114N2O18
130,1176.8223,-;Lc3Cer(d18:1/24:0);asialo-GM2(d18:1/24:0),C62H116N2O18
131,1185.7234,-,C58H107NO23
132,1197.7598,-,C60H111NO22
133,1202.838,-;Lc3Cer(d18:1/26:1(17Z));asialo-GM2(d18:1/26:1(17Z)),C64H118N2O18
134,1204.8536,-;Lc3Cer(d18:1/26:0);asialo-GM2(d18:1/26:0),C64H120N2O18
135,1213.7547,-,C60H111NO23
136,1225.7911,-,C62H115NO22
137,1226.7499,-;Cytolipin R(d18:1/16:0);Globoside I/Cytolipin K(d18:1/16:0);asialo-GM1(d18:1/16:0);iso-LM1(d18:1/16:0);nLc4Cer(d18:1/16:0),C60H110N2O23
138,1241.786,-,C62H115NO23
139,1253.8224,-,C64H119NO22
140,1254.7812,-;Cytolipin R(d18:1/18:0);Globoside I/Cytolipin K(d18:1/18:0);asialo-GM1(d18:1/18:0);iso-LM1(d18:1/18:0);nLc4Cer(d18:1/18:0),C62H114N2O23
141,1267.7765,-,C62H113N3O23
142,1269.8173,-,C64H119NO23
143,1279.838,-,C66H121NO22
144,1281.8537,-,C66H123NO22
145,1282.8125,-;Cytolipin R(d18:1/20:0);Globoside I/Cytolipin K(d18:1/20:0);asialo-GM1(d18:1/20:0);iso-LM1(d18:1/20:0);nLc4Cer(d18:1/20:0),C64H118N2O23
146,1295.8078,-,C64H117N3O23
147,1295.8329,-,C66H121NO23
148,1297.8486,-,C66H123NO23
149,1307.8693,-,C68H125NO22
150,1309.885,-,C68H127NO22
151,1310.8438,-;Cytolipin R(d18:1/22:0);Globoside I/Cytolipin K(d18:1/22:0);asialo-GM1(d18:1/22:0);iso-LM1(d18:1/22:0);nLc4Cer(d18:1/22:0),C66H122N2O23
152,1323.8391,-,C66H121N3O23
153,1323.8642,-,C68H125NO23
154,1325.8799,-,C68H127NO23
155,1331.7813,-,C64H117NO27
156,1336.8595,-;Cytolipin R(d18:1/24:1(15Z));Globoside I/Cytolipin K(d18:1/24:1(15Z));asialo-GM1(d18:1/24:1(15Z));iso-LM1(d18:1/24:1(15Z));nLc4Cer(d18:1/24:1(15Z)),C68H124N2O23
157,1338.8751,-;Cytolipin R(d18:1/24:0);Globoside I/Cytolipin K(d18:1/24:0);asialo-GM1(d18:1/24:0);iso-LM1(d18:1/24:0);nLc4Cer(d18:1/24:0),C68H126N2O23
158,1347.7762,-,C64H117NO28
159,1351.8704,-,C68H125N3O23
160,1359.8126,-,C66H121NO27
161,1364.8908,-;Cytolipin R(d18:1/26:1(17Z));Globoside I/Cytolipin K(d18:1/26:1(17Z));asialo-GM1(d18:1/26:1(17Z));iso-LM1(d18:1/26:1(17Z));nLc4Cer(d18:1/26:1(17Z)),C70H128N2O23
162,1366.9064,-;Cytolipin R(d18:1/26:0);Globoside I/Cytolipin K(d18:1/26:0);asialo-GM1(d18:1/26:0);iso-LM1(d18:1/26:0);nLc4Cer(d18:1/26:0),C70H130N2O23
163,1372.8079,-;Lewis a(d18:1/16:0);Lex-5(d18:1/16:0);type I H antigen(d18:1/16:0);type II antigen(d18:1/16:0),C66H120N2O27
164,1375.8075,-,C66H121NO28
165,1377.886,-,C70H127N3O23
166,1379.9017,-,C70H129N3O23
167,1387.8439,-,C68H125NO27
168,1388.8028,-;SSEA-3 antigen(d18:1/16:0);galgactosyl-paraglobside(d18:1/16:0);iGb5(d18:1/16:0),C66H120N2O28
169,1400.8392,-;Lewis a(d18:1/18:0);Lex-5(d18:1/18:0);type I H antigen(d18:1/18:0);type II antigen(d18:1/18:0),C68H124N2O27
170,1403.8388,-,C68H125NO28
171,1405.9173,-,C72H131N3O23
172,1407.933,-,C72H133N3O23
173,1415.8752,-,C70H129NO27
174,1416.8341,-;SSEA-3 antigen(d18:1/18:0);galgactosyl-paraglobside(d18:1/18:0);iGb5(d18:1/18:0),C68H124N2O28
175,1428.8705,-;Lewis a(d18:1/20:0);Lex-5(d18:1/20:0);type I H antigen(d18:1/20:0);type II antigen(d18:1/20:0),C70H128N2O27
176,1429.8293,-;Forssman antigen(d18:1/16:0);Forssman-like iGb4(d18:1/16:0);P antigen(d18:1/16:0);Para-Forssman x3b(d18:1/16:0);nLc5Cer(d18:1/16:0),C68H123N3O28
177,1431.8701,-,C70H129NO28
178,1441.8909,-,C72H131NO27
179,1443.9065,-,C72H133NO27
180,1444.8654,-;SSEA-3 antigen(d18:1/20:0);galgactosyl-paraglobside(d18:1/20:0);iGb5(d18:1/20:0),C70H128N2O28
181,1456.9018,-;Lewis a(d18:1/22:0);Lex-5(d18:1/22:0);type I H antigen(d18:1/22:0);type II antigen(d18:1/22:0),C72H132N2O27
182,1457.8606,-;Forssman antigen(d18:1/18:0);Forssman-like iGb4(d18:1/18:0);P antigen(d18:1/18:0);Para-Forssman x3b(d18:1/18:0);nLc5Cer(d18:1/18:0),C70H127N3O28
183,1457.8858,-,C72H131NO28
184,1459.9014,-,C72H133NO28
185,1469.9222,-,C74H135NO27
186,1471.9378,-,C74H137NO27
187,1472.8967,-;SSEA-3 antigen(d18:1/22:0);galgactosyl-paraglobside(d18:1/22:0);iGb5(d18:1/22:0),C72H132N2O28
188,1482.9174,-;Lewis a(d18:1/24:1(15Z));Lex-5(d18:1/24:1(15Z));type I H antigen(d18:1/24:1(15Z));type II antigen(d18:1/24:1(15Z)),C74H134N2O27
189,1484.9331,-;Lewis a(d18:1/24:0);Lex-5(d18:1/24:0);type I H antigen(d18:1/24:0);type II antigen(d18:1/24:0),C74H136N2O27
190,1485.8919,-;Forssman antigen(d18:1/20:0);Forssman-like iGb4(d18:1/20:0);P antigen(d18:1/20:0);Para-Forssman x3b(d18:1/20:0);nLc5Cer(d18:1/20:0),C72H131N3O28
191,1485.9171,-,C74H135NO28
192,1487.9327,-,C74H137NO28
193,1498.9123,-;SSEA-3 antigen(d18:1/24:1(15Z));galgactosyl-paraglobside(d18:1/24:1(15Z));iGb5(d18:1/24:1(15Z)),C74H134N2O28
194,1500.928,-;SSEA-3 antigen(d18:1/24:0);galgactosyl-paraglobside(d18:1/24:0);iGb5(d18:1/24:0),C74H136N2O28
195,1509.829,-,C70H127NO33
196,1510.9487,-;Lewis a(d18:1/26:1(17Z));Lex-5(d18:1/26:1(17Z));type I H antigen(d18:1/26:1(17Z));type II antigen(d18:1/26:1(17Z)),C76H138N2O27
197,1512.9644,-;Lewis a(d18:1/26:0);Lex-5(d18:1/26:0);type I H antigen(d18:1/26:0);type II antigen(d18:1/26:0),C76H140N2O27
198,1513.9232,-;Forssman antigen(d18:1/22:0);Forssman-like iGb4(d18:1/22:0);P antigen(d18:1/22:0);Para-Forssman x3b(d18:1/22:0);nLc5Cer(d18:1/22:0),C74H135N3O28
199,1518.8658,Leb(d18:1/16:0);Ley-6(d18:1/16:0),C72H130N2O31
200,1526.9436,-;SSEA-3 antigen(d18:1/26:1(17Z));galgactosyl-paraglobside(d18:1/26:1(17Z));iGb5(d18:1/26:1(17Z)),C76H138N2O28
201,1528.9593,-;SSEA-3 antigen(d18:1/26:0);galgactosyl-paraglobside(d18:1/26:0);iGb5(d18:1/26:0),C76H140N2O28
202,1534.8607,-;Gala 1-3Lex(d18:1/16:0);type I B antigen(d18:1/16:0);type II B antigen(d18:1/16:0);type IV H(d18:1/16:0),C72H130N2O32
203,1537.8603,-,C72H131NO33
204,1539.9389,-;Forssman antigen(d18:1/24:1(15Z));Forssman-like iGb4(d18:1/24:1(15Z));P antigen(d18:1/24:1(15Z));Para-Forssman x3b(d18:1/24:1(15Z));nLc5Cer(d18:1/24:1(15Z)),C76H137N3O28
205,1541.9545,-;Forssman antigen(d18:1/24:0);Forssman-like iGb4(d18:1/24:0);P antigen(d18:1/24:0);Para-Forssman x3b(d18:1/24:0);nLc5Cer(d18:1/24:0),C76H139N3O28
206,1546.8971,Leb(d18:1/18:0);Ley-6(d18:1/18:0),C74H134N2O31
207,1550.8556,-,C72H130N2O33
208,1562.892,-;Gala 1-3Lex(d18:1/18:0);type I B antigen(d18:1/18:0);type II B antigen(d18:1/18:0);type IV H(d18:1/18:0),C74H134N2O32
209,1565.8916,-,C74H135NO33
210,1567.9702,-;Forssman antigen(d18:1/26:1(17Z));Forssman-like iGb4(d18:1/26:1(17Z));P antigen(d18:1/26:1(17Z));Para-Forssman x3b(d18:1/26:1(17Z));nLc5Cer(d18:1/26:1(17Z)),C78H141N3O28
211,1569.9858,-;Forssman antigen(d18:1/26:0);Forssman-like iGb4(d18:1/26:0);P antigen(d18:1/26:0);Para-Forssman x3b(d18:1/26:0);nLc5Cer(d18:1/26:0),C78H143N3O28
212,1574.9284,Leb(d18:1/20:0);Ley-6(d18:1/20:0),C76H138N2O31
213,1575.8872,-;ClcNAc-Lex-5(d18:1/16:0);type I A antigen(d18:1/16:0);type II A antigen(d18:1/16:0),C74H133N3O32
214,1578.8869,-,C74H134N2O33
215,1590.9233,-;Gala 1-3Lex(d18:1/20:0);type I B antigen(d18:1/20:0);type II B antigen(d18:1/20:0);type IV H(d18:1/20:0),C76H138N2O32
216,1591.8821,-;IV 3-nLcOse4(d18:1/16:0);IV3Gala -nLc4Cer(d18:1/16:0);VI3(Galb 1-4GlcNAcb )-Lc4Cer(d18:1/16:0);nLc6Cer(d18:1/16:0),C74H133N3O33
217,1593.9229,-,C76H139NO33
218,1602.9597,Leb(d18:1/22:0);Ley-6(d18:1/22:0),C78H142N2O31
219,1603.9185,-;ClcNAc-Lex-5(d18:1/18:0);type I A antigen(d18:1/18:0);type II A antigen(d18:1/18:0),C76H137N3O32
220,1606.9182,-,C76H138N2O33
221,1618.9546,-;Gala 1-3Lex(d18:1/22:0);type I B antigen(d18:1/22:0);type II B antigen(d18:1/22:0);type IV H(d18:1/22:0),C78H142N2O32
222,1619.9134,-;IV 3-nLcOse4(d18:1/18:0);IV3Gala -nLc4Cer(d18:1/18:0);VI3(Galb 1-4GlcNAcb )-Lc4Cer(d18:1/18:0);nLc6Cer(d18:1/18:0),C76H137N3O33
223,1619.9386,-,C78H141NO33
224,1621.9542,-,C78H143NO33
225,1628.9753,Leb(d18:1/24:1(15Z));Ley-6(d18:1/24:1(15Z)),C80H144N2O31
226,1630.991,Leb(d18:1/24:0);Ley-6(d18:1/24:0),C80H146N2O31
227,1631.9498,-;ClcNAc-Lex-5(d18:1/20:0);type I A antigen(d18:1/20:0);type II A antigen(d18:1/20:0),C78H141N3O32
228,1632.9087,-,C76H136N4O33
229,1634.9495,-,C78H142N2O33
230,1644.9702,-;Gala 1-3Lex(d18:1/24:1(15Z));type I B antigen(d18:1/24:1(15Z));type II B antigen(d18:1/24:1(15Z));type IV H(d18:1/24:1(15Z)),C80H144N2O32
231,1646.9859,-;Gala 1-3Lex(d18:1/24:0);type I B antigen(d18:1/24:0);type II B antigen(d18:1/24:0);type IV H(d18:1/24:0),C80H146N2O32
232,1647.9447,-;IV 3-nLcOse4(d18:1/20:0);IV3Gala -nLc4Cer(d18:1/20:0);VI3(Galb 1-4GlcNAcb )-Lc4Cer(d18:1/20:0);nLc6Cer(d18:1/20:0),C78H141N3O33
233,1647.9699,-,C80H145NO33
234,1649.9855,-,C80H147NO33
235,1657.0066,Leb(d18:1/26:1(17Z));Ley-6(d18:1/26:1(17Z)),C82H148N2O31
236,1659.0223,Leb(d18:1/26:0);Ley-6(d18:1/26:0),C82H150N2O31
237,1659.9811,-;ClcNAc-Lex-5(d18:1/22:0);type I A antigen(d18:1/22:0);type II A antigen(d18:1/22:0),C80H145N3O32
238,1660.94,-,C78H140N4O33
239,1660.9651,-,C80H144N2O33
240,1662.9808,-,C80H146N2O33
241,1671.8819,-,C76H137NO38
242,1673.0015,-;Gala 1-3Lex(d18:1/26:1(17Z));type I B antigen(d18:1/26:1(17Z));type II B antigen(d18:1/26:1(17Z));type IV H(d18:1/26:1(17Z)),C82H148N2O32
243,1675.0172,-;Gala 1-3Lex(d18:1/26:0);type I B antigen(d18:1/26:0);type II B antigen(d18:1/26:0);type IV H(d18:1/26:0),C82H150N2O32
244,1675.976,-;IV 3-nLcOse4(d18:1/22:0);IV3Gala -nLc4Cer(d18:1/22:0);VI3(Galb 1-4GlcNAcb )-Lc4Cer(d18:1/22:0);nLc6Cer(d18:1/22:0),C80H145N3O33
245,1680.9186,-;Bleb(d18:1/16:0),C78H140N2O36
246,1685.9968,-;ClcNAc-Lex-5(d18:1/24:1(15Z));type I A antigen(d18:1/24:1(15Z));type II A antigen(d18:1/24:1(15Z)),C82H147N3O32
247,1688.0124,-;ClcNAc-Lex-5(d18:1/24:0);type I A antigen(d18:1/24:0);type II A antigen(d18:1/24:0),C82H149N3O32
248,1688.9713,-,C80H144N4O33
249,1688.9964,-,C82H148N2O33
250,1691.0121,-,C82H150N2O33
251,1696.9135,-;type IV B antigen(d18:1/16:0),C78H140N2O37
252,1699.9132,-,C78H141NO38
